               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 174,              1.1371,              0.6066,              1.2847,             0.98184,              0.9623,             0.98401,             0.71179,                   0,                   0,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,              1.1254,             0.59142,              1.2737,             0.98077,             0.96126,             0.98293,             0.71117,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                 176,              1.1089,             0.58888,              1.2674,             0.98389,             0.96126,             0.98339,             0.71198,                   0,                   0,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,              1.1089,             0.58143,              1.2644,              0.9838,              0.9623,              0.9835,             0.71294,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                 178,              1.1255,             0.59133,              1.2814,              0.9808,             0.96306,             0.98422,             0.71179,                   0,                   0,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,              1.1178,             0.58831,              1.2719,              0.9818,              0.9623,             0.98434,             0.71287,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                 180,              1.1162,             0.59208,              1.2731,             0.98393,             0.96169,             0.98454,             0.71327,                   0,                   0,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,              1.1013,             0.58048,              1.2635,              0.9787,             0.96206,             0.98431,             0.71293,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                 182,              1.1006,             0.57869,              1.2679,             0.97458,             0.96365,             0.98423,             0.71209,                   0,                   0,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,              1.0999,             0.57879,              1.2599,             0.97776,             0.96669,              0.9848,             0.71245,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                 184,              1.0952,             0.57328,              1.2585,             0.97935,             0.96335,             0.98451,             0.71472,                   0,                   0,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,              1.1023,              0.5784,              1.2597,              0.9787,             0.96545,             0.98449,             0.71321,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                 186,                 1.1,             0.57518,              1.2582,              0.9751,             0.96963,             0.98456,             0.71252,                   0,                   0,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,              1.0876,             0.56763,              1.2537,             0.97176,             0.97068,             0.98431,             0.71428,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                 188,               1.111,             0.58157,               1.265,              0.9726,             0.97592,             0.98465,             0.71337,                   0,                   0,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,              1.0925,             0.57455,              1.2522,             0.97281,             0.97395,             0.98435,             0.71601,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                 190,              1.0989,             0.57802,              1.2557,             0.97157,             0.97487,             0.98404,             0.71554,                   0,                   0,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,              1.0995,             0.57234,              1.2697,             0.96955,             0.97382,             0.98375,             0.71536,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                 192,              1.0722,             0.56162,              1.2618,             0.97184,              0.9757,             0.98471,             0.71714,                   0,                   0,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,              1.0868,             0.56236,              1.2573,             0.96976,             0.97396,             0.98433,             0.71876,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                 194,               1.084,             0.57857,              1.2529,             0.97072,             0.97173,             0.98433,             0.71808,                   0,                   0,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,              1.0714,             0.56064,              1.2478,             0.97926,             0.96649,             0.98419,             0.71807,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                 196,              1.0653,             0.54797,              1.2562,             0.97806,              0.9623,             0.98374,             0.71894,                   0,                   0,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,               1.072,             0.56455,              1.2608,             0.97771,             0.96465,             0.98377,             0.71956,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
                 198,              1.0554,             0.54118,               1.243,             0.97658,              0.9644,             0.98373,             0.71974,                   0,                   0,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,              1.0605,             0.55159,              1.2513,              0.9696,              0.9686,             0.98322,             0.71971,                   0,                   0,                   0,            0.000199,            0.000199,            0.000199
